Communes;Codes_Insee;Numero_departement;NB_Pers_par_Foyer_Alloc;NB_Pers_couv_RSA;RSA_SOCLE_non_Majore_Pers_couv;RSA_SOCLE_Majore_Pers_couv
COYOLLES;2232;2;152;;;
CRAMAILLE;2233;2;47;5;;
CRAONNE;2234;2;31;;;
CRAONNELLE;2235;2;55;7;;
CRECY-AU-MONT;2236;2;147;6;;
CRECY-SUR-SERRE;2237;2;713;82;56;26
CREPY;2238;2;921;79;61;18
CREZANCY;2239;2;620;75;63;12
CROIX-FONSOMME;2240;2;78;8;;
LA CROIX-SUR-OURCQ;2241;2;59;;;
CROUTTES-SUR-MARNE;2242;2;265;12;;
CROUY;2243;2;1357;135;109;26
CRUPILLY;2244;2;32;6;;
CUFFIES;2245;2;885;81;;
CUGNY;2246;2;259;21;16;5
CUIRIEUX;2248;2;96;;;
CUIRY-HOUSSE;2249;2;50;;;
CUIRY-LES-CHAUDARDES;2250;2;43;;;
CUIRY-LES-IVIERS;2251;2;16;6;;
CUISSY-ET-GENY;2252;2;23;;;
CUISY-EN-ALMONT;2253;2;167;;;
CUTRY;2254;2;65;;;
CYS-LA-COMMUNE;2255;2;78;;;
DAGNY-LAMBERCY;2256;2;54;;;
DALLON;2257;2;162;9;;
DAMMARD;2258;2;142;;;
DAMPLEUX;2259;2;116;;;
DANIZY;2260;2;352;42;33;9
DERCY;2261;2;195;10;;
DEUILLET;2262;2;96;;;
DHUIZEL;2263;2;49;;;
DIZY-LE-GROS;2264;2;370;35;;
DOHIS;2265;2;27;6;;
DOLIGNON;2266;2;12;;;
DOMMIERS;2267;2;158;;;
DOMPTIN;2268;2;314;10;;
DORENGT;2269;2;60;;;
DOUCHY;2270;2;87;;;
DRAVEGNY;2271;2;51;;;
DROIZY;2272;2;31;;;
DURY;2273;2;90;;;
EBOULEAU;2274;2;102;6;;
EFFRY;2275;2;200;23;;
ENGLANCOURT;2276;2;32;;;
EPAGNY;2277;2;155;5;;
EPARCY;2278;2;;;;
EPAUX-BEZU;2279;2;247;11;;
EPIEDS;2280;2;138;9;;
L'EPINE-AUX-BOIS;2281;2;104;5;;
EPPES;2282;2;183;7;;
ERLON;2283;2;107;9;;
ERLOY;2284;2;32;11;;
ESQUEHERIES;2286;2;371;30;;
ESSIGNY-LE-GRAND;2287;2;355;20;14;6
ESSIGNY-LE-PETIT;2288;2;157;22;13;9
ESSISES;2289;2;125;;;
ESSOMES-SUR-MARNE;2290;2;1164;74;67;7
ESTREES;2291;2;179;7;;
ETAMPES-SUR-MARNE;2292;2;537;21;;
ETAVES-ET-BOCQUIAUX;2293;2;270;24;;
ETOUVELLES;2294;2;67;;;
ETREAUPONT;2295;2;434;71;63;8
ETREILLERS;2296;2;532;19;;
ETREPILLY;2297;2;61;;;
ETREUX;2298;2;677;125;92;33
EVERGNICOURT;2299;2;258;8;;
FAUCOUCOURT;2301;2;172;32;;
FAVEROLLES;2302;2;161;;;
FAYET;2303;2;231;;;
LA FERE;2304;2;1905;569;455;114
FERE-EN-TARDENOIS;2305;2;1483;225;177;48
LA FERTE-CHEVRESIS;2306;2;268;28;;
LA FERTE-MILON;2307;2;996;98;91;7
FESMY-LE-SART;2308;2;227;16;;
FESTIEUX;2309;2;383;29;;
FIEULAINE;2310;2;80;5;;
FILAIN;2311;2;67;;;
LA FLAMENGRIE;2312;2;535;51;39;12
FLAVIGNY-LE-GRAND-ET-BEAURAIN;2313;2;205;28;20;8
FLAVY-LE-MARTEL;2315;2;820;47;36;11
FLEURY;2316;2;30;;;
FLUQUIERES;2317;2;84;8;;
FOLEMBRAY;2318;2;685;79;61;18
FONSOMME;2319;2;236;14;;
FONTAINE-LES-CLERCS;2320;2;77;;;
FONTAINE-LES-VERVINS;2321;2;487;36;24;12
FONTAINE-NOTRE-DAME;2322;2;158;8;;
FONTAINE-UTERTE;2323;2;75;5;;
FONTENELLE;2324;2;127;17;;
FONTENOY;2326;2;182;11;;
FORESTE;2327;2;81;11;;
FOSSOY;2328;2;158;;;
FOURDRAIN;2329;2;184;8;;
FRANCILLY-SELENCY;2330;2;142;7;;
FRANQUEVILLE;2331;2;46;5;;
FRESNES-EN-TARDENOIS;2332;2;108;;;
FRESNES-SOUS-COUCY;2333;2;77;17;;
FRESNOY-LE-GRAND;2334;2;1602;227;195;32
FRESSANCOURT;2335;2;86;;;
FRIERES-FAILLOUEL;2336;2;515;31;26;5
FROIDESTREES;2337;2;71;6;;
FROIDMONT-COHARTILLE;2338;2;109;5;;
GANDELU;2339;2;325;11;;
GAUCHY;2340;2;2593;343;274;69
GERCY;2341;2;95;5;;
GERGNY;2342;2;34;;;
GERMAINE;2343;2;43;;;
GIBERCOURT;2345;2;17;;;
GIZY;2346;2;263;19;;
GLAND;2347;2;155;5;;
GOUDELANCOURT-LES-BERRIEUX;2349;2;24;;;
GOUDELANCOURT-LES-PIERREPONT;2350;2;79;;;
GOUSSANCOURT;2351;2;56;;;
GOUY;2352;2;246;41;36;5
GRANDLUP-ET-FAY;2353;2;113;;;
GRANDRIEUX;2354;2;23;;;
GRICOURT;2355;2;477;13;;
GRISOLLES;2356;2;115;;;
GRONARD;2357;2;31;13;;
GROUGIS;2358;2;149;18;;
GRUGIES;2359;2;767;27;;
GUIGNICOURT;2360;2;1039;55;50;5
GUISE;2361;2;2711;817;681;136
GUIVRY;2362;2;116;8;;
GUNY;2363;2;165;16;;
GUYENCOURT;2364;2;123;;;
HANNAPES;2366;2;202;22;;
HAPPENCOURT;2367;2;70;;;
HARAMONT;2368;2;256;;;
HARCIGNY;2369;2;106;8;;
HARGICOURT;2370;2;288;17;;
HARLY;2371;2;557;88;76;12
HARTENNES-ET-TAUX;2372;2;153;7;;
HARY;2373;2;71;;;
LEHAUCOURT;2374;2;438;33;;
HAUTEVESNES;2375;2;60;5;;
HAUTEVILLE;2376;2;94;14;9;5
HAUTION;2377;2;52;;;
LA HERIE;2378;2;41;;;
LE HERIE-LA-VIEVILLE;2379;2;57;14;;
HINACOURT;2380;2;12;;;
HIRSON;2381;2;5105;1626;1347;279
HOLNON;2382;2;610;21;;
HOMBLIERES;2383;2;684;88;66;22
HOURY;2384;2;19;;;
HOUSSET;2385;2;66;6;;
IRON;2386;2;108;24;18;6
ITANCOURT;2387;2;428;14;;
IVIERS;2388;2;58;;;
JAULGONNE;2389;2;257;21;16;5
JEANCOURT;2390;2;141;10;;
JEANTES;2391;2;100;21;;
JONCOURT;2392;2;128;8;;
JOUAIGNES;2393;2;57;;;
JUMENCOURT;2395;2;73;;;
JUMIGNY;2396;2;23;7;;
JUSSY;2397;2;627;63;47;16
JUVIGNY;2398;2;156;14;6;8
JUVINCOURT-ET-DAMARY;2399;2;268;14;;
LAFFAUX;2400;2;65;;;
LAIGNY;2401;2;63;13;;
LANCHY;2402;2;17;;;
LANDIFAY-ET-BERTAIGNEMONT;2403;2;113;10;;
LANDOUZY-LA-COUR;2404;2;83;;;
LANDOUZY-LA-VILLE;2405;2;257;31;;
LANDRICOURT;2406;2;61;;;
LANISCOURT;2407;2;88;;;
LAON;2408;2;14545;3579;2870;709
LAPPION;2409;2;153;11;;
LARGNY-SUR-AUTOMNE;2410;2;112;6;;
LATILLY;2411;2;110;;;
LAUNOY;2412;2;58;;;
LAVAL-EN-LAONNOIS;2413;2;102;;;
LAVAQUERESSE;2414;2;86;12;;
LAVERSINE;2415;2;81;;;
LEME;2416;2;185;31;;
LEMPIRE;2417;2;30;7;;
LERZY;2418;2;82;8;;
LESCHELLE;2419;2;90;;;
LESDINS;2420;2;319;8;;
LESGES;2421;2;41;6;;
LESQUIELLES-SAINT-GERMAIN;2422;2;388;70;57;13
LEUILLY-SOUS-COUCY;2423;2;195;5;;
LEURY;2424;2;37;;;
LEUZE;2425;2;82;6;;
LEVERGIES;2426;2;263;15;;
LHUYS;2427;2;57;;;
LICY-CLIGNON;2428;2;34;;;
LIERVAL;2429;2;60;;;
LIESSE-NOTRE-DAME;2430;2;608;62;54;8
LIEZ;2431;2;109;11;;
LIME;2432;2;75;6;;
LISLET;2433;2;93;10;;
LIZY;2434;2;131;;;
LOGNY-LES-AUBENTON;2435;2;27;;;
LONGPONT;2438;2;87;5;;
LES SEPTVALLONS;2439;2;653;31;;
LOR;2440;2;66;;;
LOUATRE;2441;2;83;;;
LOUPEIGNE;2442;2;38;;;
LUCY-LE-BOCAGE;2443;2;81;5;;
LUGNY;2444;2;39;;;
LUZOIR;2445;2;101;6;;
LY-FONTAINE;2446;2;59;;;
MAAST-ET-VIOLAINE;2447;2;65;;;
MACHECOURT;2448;2;41;;;
MACOGNY;2449;2;18;;;
MACQUIGNY;2450;2;173;32;;
MAGNY-LA-FOSSE;2451;2;71;;;
MAISSEMY;2452;2;117;;;
MAIZY;2453;2;195;18;8;10
LA MALMAISON;2454;2;232;;;
MALZY;2455;2;57;;;
MANICAMP;2456;2;90;6;;
MARCHAIS;2457;2;207;16;11;5
DHUYS ET MORIN-EN-BRIE;2458;2;309;7;;
MARCY;2459;2;53;;;
MARCY-SOUS-MARLE;2460;2;93;6;;
MAREST-DAMPCOURT;2461;2;181;7;;
MAREUIL-EN-DOLE;2462;2;102;8;;
MARFONTAINE;2463;2;43;;;
MARGIVAL;2464;2;180;13;;
MARIGNY-EN-ORXOIS;2465;2;224;7;;
MARIZY-SAINTE-GENEVIEVE;2466;2;59;;;
MARIZY-SAINT-MARD;2467;2;9;;;
MARLE;2468;2;1182;314;242;72
MARLY-GOMONT;2469;2;170;55;;
MARTIGNY;2470;2;200;25;;
MARTIGNY-COURPIERRE;2471;2;59;6;;
MAUREGNY-EN-HAYE;2472;2;208;19;;
MAYOT;2473;2;135;21;13;8
MENNESSIS;2474;2;188;14;;
MENNEVILLE;2475;2;283;;;
MENNEVRET;2476;2;316;44;;
MERCIN-ET-VAUX;2477;2;368;6;;
MERLIEUX-ET-FOUQUEROLLES;2478;2;141;;;
MESBRECOURT-RICHECOURT;2480;2;155;6;;
MESNIL-SAINT-LAURENT;2481;2;180;9;;
MEURIVAL;2482;2;31;;;
MEZIERES-SUR-OISE;2483;2;185;9;;
MEZY-MOULINS;2484;2;251;5;;
MISSY-AUX-BOIS;2485;2;24;;;
MISSY-LES-PIERREPONT;2486;2;56;5;;
MISSY-SUR-AISNE;2487;2;199;15;;
MOLAIN;2488;2;59;16;9;7
MOLINCHART;2489;2;171;;;
MONAMPTEUIL;2490;2;38;;;
MONCEAU-LE-NEUF-ET-FAUCOUZY;2491;2;131;10;5;5
MONCEAU-LES-LEUPS;2492;2;214;18;;
MONCEAU-LE-WAAST;2493;2;96;9;;
MONCEAU-SUR-OISE;2494;2;46;;;
MONDREPUIS;2495;2;501;55;33;22
MONNES;2496;2;58;;;
MONS-EN-LAONNOIS;2497;2;587;51;45;6
MONTAIGU;2498;2;347;16;;
MONTBAVIN;2499;2;29;;;
MONTBREHAIN;2500;2;402;40;31;9
MONTCHALONS;2501;2;35;7;;
MONTCORNET;2502;2;632;129;100;29
MONT-D'ORIGNY;2503;2;430;65;53;12
MONTESCOURT-LIZEROLLES;2504;2;900;77;52;25
MONTFAUCON;2505;2;62;;;
MONTGOBERT;2506;2;74;5;;
MONTGRU-SAINT-HILAIRE;2507;2;17;;;
MONTHENAULT;2508;2;64;7;;
MONTHIERS;2509;2;71;6;;
MONTHUREL;2510;2;55;;;
MONTIGNY-EN-ARROUAISE;2511;2;120;;;
MONTIGNY-L'ALLIER;2512;2;108;;;
MONTIGNY-LE-FRANC;2513;2;55;;;
MONTIGNY-LENGRAIN;2514;2;325;20;;
MONTIGNY-LES-CONDE;2515;2;13;;;
MONTIGNY-SOUS-MARLE;2516;2;28;;;
MONTIGNY-SUR-CRECY;2517;2;156;8;;
MONTLEVON;2518;2;98;;;
MONTLOUE;2519;2;93;10;;
MONT-NOTRE-DAME;2520;2;409;16;;
MONTREUIL-AUX-LIONS;2521;2;713;27;22;5
MONT-SAINT-JEAN;2522;2;35;;;
MONT-SAINT-MARTIN;2523;2;37;;;
MONT-SAINT-PERE;2524;2;320;16;;
MORCOURT;2525;2;225;13;;
MORGNY-EN-THIERACHE;2526;2;34;8;;
MORSAIN;2527;2;179;8;;
MORTEFONTAINE;2528;2;82;5;;
MORTIERS;2529;2;82;5;;
MOULINS;2530;2;24;;;
MOUSSY-VERNEUIL;2531;2;60;;;
MOY-DE-L'AISNE;2532;2;439;46;37;9
MURET-ET-CROUTTES;2533;2;40;5;;
MUSCOURT;2534;2;22;;;
NAMPCELLES-LA-COUR;2535;2;41;;;
NAMPTEUIL-SOUS-MURET;2536;2;53;5;;
NANTEUIL-LA-FOSSE;2537;2;94;;;
NANTEUIL-NOTRE-DAME;2538;2;30;;;
NAUROY;2539;2;338;25;20;5
NESLES-LA-MONTAGNE;2540;2;548;11;;
NEUFCHATEL-SUR-AISNE;2541;2;176;;;
NEUFLIEUX;2542;2;39;;;
NEUILLY-SAINT-FRONT;2543;2;1120;89;75;14
NEUVE-MAISON;2544;2;292;51;43;8
LA NEUVILLE-BOSMONT;2545;2;56;11;;
LA NEUVILLE-EN-BEINE;2546;2;83;;;
LA NEUVILLE-HOUSSET;2547;2;36;7;;
LA NEUVILLE-LES-DORENGT;2548;2;144;16;;
NEUVILLE-SAINT-AMAND;2549;2;353;28;22;6
NEUVILLE-SUR-AILETTE;2550;2;57;;;
NEUVILLE-SUR-MARGIVAL;2551;2;71;7;;
NEUVILLETTE;2552;2;75;;;
NIZY-LE-COMTE;2553;2;114;15;;
NOGENTEL;2554;2;339;;;
NOGENT-L'ARTAUD;2555;2;983;66;37;29
NOIRCOURT;2556;2;24;;;
NOROY-SUR-OURCQ;2557;2;59;;;
LE NOUVION-EN-THIERACHE;2558;2;1310;278;232;46
NOUVION-ET-CATILLON;2559;2;242;14;;
NOUVION-LE-COMTE;2560;2;98;18;10;8
NOUVION-LE-VINEUX;2561;2;48;;;
NOUVRON-VINGRE;2562;2;134;6;;
NOYALES;2563;2;62;8;;
NOYANT-ET-ACONIN;2564;2;179;;;
�UILLY;2565;2;153;13;;
OGNES;2566;2;428;18;;
OHIS;2567;2;115;11;;
OIGNY-EN-VALOIS;2568;2;55;;;
OISY;2569;2;234;52;44;8
OLLEZY;2570;2;75;;;
OMISSY;2571;2;273;14;;
ORAINVILLE;2572;2;192;;;
ORGEVAL;2573;2;14;;;
ORIGNY-EN-THIERACHE;2574;2;703;51;;
ORIGNY-SAINTE-BENOITE;2575;2;827;172;139;33
OSLY-COURTIL;2576;2;162;;;
OSTEL;2577;2;40;;;
OULCHES-LA-VALLEE-FOULON;2578;2;36;;;
OULCHY-LA-VILLE;2579;2;45;;;
OULCHY-LE-CHATEAU;2580;2;403;23;;
PAARS;2581;2;147;;;
PAISSY;2582;2;32;;;
PANCY-COURTECON;2583;2;22;;;
PAPLEUX;2584;2;43;;;
PARCY-ET-TIGNY;2585;2;112;;;
PARFONDEVAL;2586;2;50;9;;
PARFONDRU;2587;2;137;;;
PARGNAN;2588;2;21;;;
PARGNY-FILAIN;2589;2;112;;;
PARGNY-LA-DHUYS;2590;2;55;;;
PARGNY-LES-BOIS;2591;2;51;5;;
PARPEVILLE;2592;2;77;;;
PASLY;2593;2;314;27;21;6
PASSY-EN-VALOIS;2594;2;75;;;
PASSY-SUR-MARNE;2595;2;41;;;
PAVANT;2596;2;378;21;13;8
PERNANT;2598;2;259;6;;
PIERREMANDE;2599;2;107;;;
PIERREPONT;2600;2;150;8;;
PIGNICOURT;2601;2;89;;;
PINON;2602;2;876;86;70;16
PITHON;2604;2;23;;;
PLEINE-SELVE;2605;2;97;;;
LE PLESSIER-HULEU;2606;2;27;;;
PLOISY;2607;2;44;;;
PLOMION;2608;2;171;27;20;7
PLOYART-ET-VAURSEINE;2609;2;5;;;
POMMIERS;2610;2;326;10;;
PONT-ARCY;2612;2;41;;;
PONTAVERT;2613;2;311;9;;
PONTRU;2614;2;99;12;;
PONTRUET;2615;2;159;;;
PONT-SAINT-MARD;2616;2;89;7;;
POUILLY-SUR-SERRE;2617;2;187;5;;
PREMONT;2618;2;377;39;;
PREMONTRE;2619;2;380;29;18;11
PRESLES-ET-BOVES;2620;2;114;18;;
PRESLES-ET-THIERNY;2621;2;145;;;
PRIEZ;2622;2;28;10;;
PRISCES;2623;2;18;;;
PROISY;2624;2;120;;;
PROIX;2625;2;66;;;
PROUVAIS;2626;2;150;;;
PROVISEUX-ET-PLESNOY;2627;2;45;;;
PUISEUX-EN-RETZ;2628;2;83;;;
PUISIEUX-ET-CLANLIEU;2629;2;168;31;;
QUIERZY;2631;2;204;22;;
QUINCY-BASSE;2632;2;34;;;
QUINCY-SOUS-LE-MONT;2633;2;31;;;
RAILLIMONT;2634;2;28;;;
RAMICOURT;2635;2;59;;;
REGNY;2636;2;68;;;
REMAUCOURT;2637;2;87;5;;
REMIES;2638;2;100;5;;
REMIGNY;2639;2;151;7;;
RENANSART;2640;2;86;12;6;6
RENNEVAL;2641;2;43;;;
RESIGNY;2642;2;44;;;
RESSONS-LE-LONG;2643;2;318;16;11;5
RETHEUIL;2644;2;129;;;
REUILLY-SAUVIGNY;2645;2;83;8;;
RIBEAUVILLE;2647;2;26;;;
RIBEMONT;2648;2;981;134;108;26
ROCOURT-SAINT-MARTIN;2649;2;104;5;;
ROCQUIGNY;2650;2;156;14;8;6
ROGECOURT;2651;2;37;5;;
ROGNY;2652;2;54;;;
ROMENY-SUR-MARNE;2653;2;171;7;;
ROMERY;2654;2;33;;;
RONCHERES;2655;2;35;5;;
ROUCY;2656;2;155;;;
ROUGERIES;2657;2;132;36;29;7
ROUPY;2658;2;90;6;;
ROUVROY;2659;2;183;;;
ROUVROY-SUR-SERRE;2660;2;13;;;
ROYAUCOURT-ET-CHAILVET;2661;2;119;;;
ROZET-SAINT-ALBIN;2662;2;136;6;;
ROZIERES-SUR-CRISE;2663;2;78;;;
ROZOY-BELLEVALLE;2664;2;44;;;
GRAND-ROZOY;2665;2;134;;;
ROZOY-SUR-SERRE;2666;2;510;151;126;25
SACONIN-ET-BREUIL;2667;2;82;;;
SAINS-RICHAUMONT;2668;2;459;51;;
SAINT-ALGIS;2670;2;60;17;11;6
SAINT-AUBIN;2671;2;135;23;;
SAINT-BANDRY;2672;2;122;5;;
SAINT-CHRISTOPHE-A-BERRY;2673;2;208;;;
SAINT-CLEMENT;2674;2;;5;;
SAINTE-CROIX;2675;2;59;;;
SAINT-ERME-OUTRE-ET-RAMECOURT;2676;2;897;44;31;13
SAINT-EUGENE;2677;2;112;6;;
SAINTE-GENEVIEVE;2678;2;33;7;;
SAINT-GENGOULPH;2679;2;64;;;
SAINT-GOBAIN;2680;2;964;57;49;8
SAINT-GOBERT;2681;2;103;12;;
SAINT-MARD;2682;2;36;;;
SAINT-MARTIN-RIVIERE;2683;2;58;9;;
SAINT-MICHEL;2684;2;1869;309;261;48
SAINT-NICOLAS-AUX-BOIS;2685;2;43;;;
SAINT-PAUL-AUX-BOIS;2686;2;151;11;;
SAINT-PIERRE-AIGLE;2687;2;112;;;
SAINT-PIERRE-LES-FRANQUEVILLE;2688;2;25;;;
SAINT-PIERREMONT;2689;2;16;;;
SAINTE-PREUVE;2690;2;24;;;
SAINT-QUENTIN;2691;2;31709;7769;6327;1442
SAINT-REMY-BLANZY;2693;2;118;;;
SAINT-SIMON;2694;2;311;22;;
SAINT-THIBAUT;2695;2;35;;;
SAINT-THOMAS;2696;2;40;;;
SAMOUSSY;2697;2;178;;;
SANCY-LES-CHEMINOTS;2698;2;52;;;
SAPONAY;2699;2;110;;;
SAULCHERY;2701;2;297;40;34;6
SAVY;2702;2;230;5;;
SEBONCOURT;2703;2;533;70;;
SELENS;2704;2;97;7;;
LA SELVE;2705;2;75;;;
SEPTMONTS;2706;2;260;8;;
SEPTVAUX;2707;2;89;5;;
SEQUEHART;2708;2;91;8;;
SERAIN;2709;2;197;25;;
SERAUCOURT-LE-GRAND;2710;2;346;30;;
SERCHES;2711;2;140;8;;
SERGY;2712;2;59;;;
SERINGES-ET-NESLES;2713;2;109;8;;
SERMOISE;2714;2;168;;;
SERVAL;2715;2;15;;;
SERVAIS;2716;2;101;;;
SERY-LES-MEZIERES;2717;2;243;37;;
SILLY-LA-POTERIE;2718;2;39;;;
SINCENY;2719;2;910;71;66;5
SISSONNE;2720;2;1066;160;122;38
SISSY;2721;2;179;15;7;8
SOISSONS;2722;2;15827;3263;2612;651
SOIZE;2723;2;52;6;;
SOMMELANS;2724;2;39;;;
SOMMERON;2725;2;87;;;
SOMMETTE-EAUCOURT;2726;2;105;;;
SONS-ET-RONCHERES;2727;2;84;17;;
SORBAIS;2728;2;97;6;;
SOUCY;2729;2;39;;;
SOUPIR;2730;2;142;28;;
LE SOURD;2731;2;52;;;
SURFONTAINE;2732;2;51;;;
SUZY;2733;2;144;;;
TAILLEFONTAINE;2734;2;107;;;
TANNIERES;2735;2;;;;
TARTIERS;2736;2;71;;;
TAVAUX-ET-PONTSERICOURT;2737;2;259;21;15;6
TERGNIER;2738;2;7605;1667;1359;308
TERNY-SORNY;2739;2;153;;;
THENAILLES;2740;2;78;;;
THENELLES;2741;2;232;30;24;6
THIERNU;2742;2;44;;;
LE THUEL;2743;2;67;8;;
TORCY-EN-VALOIS;2744;2;33;7;;
TOULIS-ET-ATTENCOURT;2745;2;66;;;
TRAVECY;2746;2;304;30;25;5
TREFCON;2747;2;50;;;
TRELOU-SUR-MARNE;2748;2;302;28;;
TROESNES;2749;2;94;;;
TROSLY-LOIRE;2750;2;258;21;;
TRUCY;2751;2;59;;;
TUGNY-ET-PONT;2752;2;144;17;;
TUPIGNY;2753;2;156;40;35;5
UGNY-LE-GAY;2754;2;57;;;
URCEL;2755;2;255;11;;
URVILLERS;2756;2;311;6;;
VADENCOURT;2757;2;230;57;47;10
VAILLY-SUR-AISNE;2758;2;900;86;71;15
LA VALLEE-AU-BLE;2759;2;234;13;6;7
LA VALLEE-MULATRE;2760;2;71;5;;
VARISCOURT;2761;2;92;;;
VASSENS;2762;2;87;;;
VASSENY;2763;2;123;;;
VASSOGNE;2764;2;41;;;
VAUCELLES-ET-BEFFECOURT;2765;2;90;;;
VAUDESSON;2766;2;124;7;;
VAUXREZIS;2767;2;129;;;
VAUXAILLON;2768;2;285;13;;
VAUX-ANDIGNY;2769;2;427;31;;
VAUXBUIN;2770;2;305;27;;
VAUX-EN-VERMANDOIS;2772;2;83;10;;
VAUXTIN;2773;2;16;;;
VENDELLES;2774;2;53;;;
VENDEUIL;2775;2;392;15;10;5
VENDHUILE;2776;2;282;32;;
VENDIERES;2777;2;40;;;
VENDRESSE-BEAULNE;2778;2;51;;;
VENEROLLES;2779;2;101;18;;
VENIZEL;2780;2;683;57;47;10
VERDILLY;2781;2;207;8;;
LE VERGUIER;2782;2;88;;;
GRAND-VERLY;2783;2;78;25;;
PETIT-VERLY;2784;2;65;20;;
VERMAND;2785;2;502;33;;
VERNEUIL-SOUS-COUCY;2786;2;64;;;
VERNEUIL-SUR-SERRE;2787;2;110;6;;
VERSIGNY;2788;2;226;23;15;8
VERVINS;2789;2;1587;308;259;49
VESLES-ET-CAUMONT;2790;2;127;10;5;5
VESLUD;2791;2;108;6;;
VEUILLY-LA-POTERIE;2792;2;63;;;
VEZAPONIN;2793;2;32;;;
VEZILLY;2794;2;70;;;
VIC-SUR-AISNE;2795;2;724;39;31;8
VICHEL-NANTEUIL;2796;2;34;;;
VIEL-ARCY;2797;2;80;;;
VIELS-MAISONS;2798;2;614;51;33;18
VIERZY;2799;2;212;9;;
VIFFORT;2800;2;158;5;;
VIGNEUX-HOCQUET;2801;2;92;11;;
LA VILLE-AUX-BOIS-LES-DIZY;2802;2;94;27;;
LA VILLE-AUX-BOIS-LES-PONTAVERT;2803;2;65;;;
VILLEMONTOIRE;2804;2;76;;;
VILLENEUVE-SAINT-GERMAIN;2805;2;1196;146;120;26
VILLENEUVE-SUR-FERE;2806;2;125;6;;
VILLEQUIER-AUMONT;2807;2;224;;;
VILLERET;2808;2;142;9;;
VILLERS-AGRON-AIGUIZY;2809;2;34;;;
VILLERS-COTTERETS;2810;2;5518;576;471;105
VILLERS-HELON;2812;2;97;;;
VILLERS-LE-SEC;2813;2;122;7;;
VILLERS-LES-GUISE;2814;2;50;6;;
VILLERS-SAINT-CHRISTOPHE;2815;2;154;11;;
VILLERS-SUR-FERE;2816;2;236;8;;
VILLE-SAVOYE;2817;2;25;;;
VILLIERS-SAINT-DENIS;2818;2;372;6;;
VINCY-REUIL-ET-MAGNY;2819;2;46;;;
VIRY-NOUREUIL;2820;2;592;46;;
VIVAISE;2821;2;312;8;;
VIVIERES;2822;2;218;7;;
VOHARIES;2823;2;37;;;
VORGES;2824;2;124;;;
VOULPAIX;2826;2;144;11;;
VOYENNE;2827;2;158;13;;
VREGNY;2828;2;27;;;
VUILLERY;2829;2;18;;;
WASSIGNY;2830;2;483;70;59;11
WATIGNY;2831;2;148;21;;
WIEGE-FATY;2832;2;79;14;;
WIMY;2833;2;223;11;;
WISSIGNICOURT;2834;2;80;;;
ABREST;3001;3;1264;159;139;20
AGONGES;3002;3;111;9;;
AINAY-LE-CHATEAU;3003;3;506;24;;
ANDELAROCHE;3004;3;71;15;9;6
ARCHIGNAT;3005;3;157;28;21;7
ARFEUILLES;3006;3;199;53;45;8
ARPHEUILLES-SAINT-PRIEST;3007;3;157;;;
ARRONNES;3008;3;117;5;;
AUBIGNY;3009;3;75;;;
AUDES;3010;3;178;;;
AUROUER;3011;3;199;17;;
AUTRY-ISSARDS;3012;3;126;19;13;6
AVERMES;3013;3;1491;102;83;19
AVRILLY;3014;3;31;;;
BAGNEUX;3015;3;152;;;
BARBERIER;3016;3;35;5;;
BARRAIS-BUSSOLLES;3017;3;38;;;
BAYET;3018;3;297;33;27;6
BEAULON;3019;3;659;39;27;12
BEAUNE-D'ALLIER;3020;3;107;7;;
BEGUES;3021;3;93;;;
BELLENAVES;3022;3;369;54;43;11
BELLERIVE-SUR-ALLIER;3023;3;3477;599;486;113
BERT;3024;3;74;21;13;8
BESSAY-SUR-ALLIER;3025;3;631;63;48;15
BESSON;3026;3;256;8;;
BEZENET;3027;3;406;88;81;7
BILLEZOIS;3028;3;173;6;;
BILLY;3029;3;273;19;11;8
BIOZAT;3030;3;427;9;;
BIZENEUILLE;3031;3;116;11;;
BLOMARD;3032;3;95;;;
BOST;3033;3;95;;;
BOUCE;3034;3;205;9;;
LE BOUCHAUD;3035;3;38;10;;
BOURBON-L'ARCHAMBAULT;3036;3;972;107;97;10
BRAIZE;3037;3;105;7;;
BRANSAT;3038;3;216;27;;
BRESNAY;3039;3;175;20;;
BRESSOLLES;3040;3;412;15;;
LE BRETHON;3041;3;96;21;16;5
LE BREUIL;3042;3;181;19;;
BROUT-VERNET;3043;3;499;38;;
BRUGHEAS;3044;3;601;22;15;7
BUSSET;3045;3;335;28;22;6
BUXIERES-LES-MINES;3046;3;394;79;;
LA CELLE;3047;3;122;15;;
CERILLY;3048;3;396;49;36;13
CESSET;3049;3;148;6;;
LA CHABANNE;3050;3;52;7;;
CHAMBERAT;3051;3;84;10;;
CHAMBLET;3052;3;562;57;42;15
CHANTELLE;3053;3;372;40;;
CHAPEAU;3054;3;85;6;;
LA CHAPELAUDE;3055;3;398;16;;
LA CHAPELLE;3056;3;143;5;;
LA CHAPELLE-AUX-CHASSES;3057;3;65;8;;
CHAPPES;3058;3;101;25;10;15
CHAREIL-CINTRAT;3059;3;152;11;;
CHARMEIL;3060;3;426;33;;
CHARMES;3061;3;148;5;;
CHARROUX;3062;3;123;13;;
CHASSENARD;3063;3;443;36;27;9
CHATEAU-SUR-ALLIER;3064;3;62;10;;
CHATEL-DE-NEUVRE;3065;3;213;19;;
CHATEL-MONTAGNE;3066;3;95;14;;
CHATELPERRON;3067;3;47;;;
