Communes;Codes_Insee;Numero_departement;NB_allocataires;Dont_RSA_jeune;NB_allocataire_RSA;RSA_majore;RSA_non_Majore
COUPRU;2221;2;22;;;;
COURBES;2222;2;;;;;
COURBOIN;2223;2;43;;7;;
COURCELLES-SUR-VESLE;2224;2;53;;7;;
COURCHAMPS;2225;2;12;;;;
COURMELLES;2226;2;270;;19;;
COURMONT;2227;2;15;;;;
COURTEMONT-VARENNES;2228;2;44;;;;
COURTRIZY-ET-FUSSIGNY;2229;2;8;;;;
COUVRELLES;2230;2;28;;;;
COUVRON-ET-AUMENCOURT;2231;2;184;;14;5;9
COYOLLES;2232;2;104;;;;
CRAMAILLE;2233;2;16;;;;
CRAONNE;2234;2;10;;;;
CRAONNELLE;2235;2;18;;;;
CRECY-AU-MONT;2236;2;39;;;;
CRECY-SUR-SERRE;2237;2;275;;35;8;27
CREPY;2238;2;314;;34;5;29
CREZANCY;2239;2;200;;27;;
CROIX-FONSOMME;2240;2;25;;;;
LA CROIX-SUR-OURCQ;2241;2;16;;;;
CROUTTES-SUR-MARNE;2242;2;85;;9;;
CROUY;2243;2;541;;63;10;53
CRUPILLY;2244;2;8;;;;
CUFFIES;2245;2;406;;45;;
CUGNY;2246;2;79;;7;;
CUIRIEUX;2248;2;28;;;;
CUIRY-HOUSSE;2249;2;13;;;;
CUIRY-LES-CHAUDARDES;2250;2;13;;;;
CUIRY-LES-IVIERS;2251;2;;;;;
CUISSY-ET-GENY;2252;2;9;;;;
CUISY-EN-ALMONT;2253;2;56;;;;
CUTRY;2254;2;19;;;;
CYS-LA-COMMUNE;2255;2;22;;;;
DAGNY-LAMBERCY;2256;2;20;;;;
DALLON;2257;2;48;;;;
DAMMARD;2258;2;38;;;;
DAMPLEUX;2259;2;33;;;;
DANIZY;2260;2;116;;14;;
DERCY;2261;2;55;;;;
DEUILLET;2262;2;29;;;;
DHUIZEL;2263;2;15;;;;
DIZY-LE-GROS;2264;2;129;;19;;
DOHIS;2265;2;8;;;;
DOLIGNON;2266;2;;;;;
DOMMIERS;2267;2;51;;;;
DOMPTIN;2268;2;97;;7;;
DORENGT;2269;2;21;;;;
DOUCHY;2270;2;28;;;;
DRAVEGNY;2271;2;15;;;;
DROIZY;2272;2;10;;;;
DURY;2273;2;26;;;;
EBOULEAU;2274;2;34;;;;
EFFRY;2275;2;71;;12;;
ENGLANCOURT;2276;2;11;;;;
EPAGNY;2277;2;49;;;;
EPARCY;2278;2;;;;;
EPAUX-BEZU;2279;2;73;;;;
EPIEDS;2280;2;41;;;;
L'EPINE-AUX-BOIS;2281;2;27;;;;
EPPES;2282;2;61;;;;
ERLON;2283;2;35;;;;
ERLOY;2284;2;10;;;;
ESQUEHERIES;2286;2;119;;11;;
ESSIGNY-LE-GRAND;2287;2;119;;9;;
ESSIGNY-LE-PETIT;2288;2;49;;9;;
ESSISES;2289;2;34;;;;
ESSOMES-SUR-MARNE;2290;2;377;;43;;
ESTREES;2291;2;55;;;;
ETAMPES-SUR-MARNE;2292;2;185;;10;;
ETAVES-ET-BOCQUIAUX;2293;2;76;;10;;
ETOUVELLES;2294;2;22;;;;
ETREAUPONT;2295;2;156;;28;;
ETREILLERS;2296;2;172;;10;;
ETREPILLY;2297;2;17;;;;
ETREUX;2298;2;275;;55;12;43
EVERGNICOURT;2299;2;83;;5;;
FAUCOUCOURT;2301;2;53;;9;;
FAVEROLLES;2302;2;47;;;;
FAYET;2303;2;67;;;;
LA FERE;2304;2;899;;228;40;188
FERE-EN-TARDENOIS;2305;2;593;;102;18;84
LA FERTE-CHEVRESIS;2306;2;87;;10;;
LA FERTE-MILON;2307;2;366;;50;;
FESMY-LE-SART;2308;2;75;;6;;
FESTIEUX;2309;2;118;;12;;
FIEULAINE;2310;2;32;;;;
FILAIN;2311;2;23;;;;
LA FLAMENGRIE;2312;2;169;;17;;
FLAVIGNY-LE-GRAND-ET-BEAURAIN;2313;2;62;;10;;
FLAVY-LE-MARTEL;2315;2;284;;19;5;14
FLEURY;2316;2;8;;;;
FLUQUIERES;2317;2;30;;;;
FOLEMBRAY;2318;2;249;;41;5;36
FONSOMME;2319;2;76;;8;;
FONTAINE-LES-CLERCS;2320;2;25;;;;
FONTAINE-LES-VERVINS;2321;2;150;;14;;
FONTAINE-NOTRE-DAME;2322;2;44;;;;
FONTAINE-UTERTE;2323;2;22;;;;
FONTENELLE;2324;2;38;;6;;
FONTENOY;2326;2;54;;;;
FORESTE;2327;2;23;;;;
FOSSOY;2328;2;49;;;;
FOURDRAIN;2329;2;56;;;;
FRANCILLY-SELENCY;2330;2;42;;;;
FRANQUEVILLE;2331;2;19;;;;
FRESNES-EN-TARDENOIS;2332;2;32;;;;
FRESNES-SOUS-COUCY;2333;2;25;;;;
FRESNOY-LE-GRAND;2334;2;590;;104;11;93
FRESSANCOURT;2335;2;28;;;;
FRIERES-FAILLOUEL;2336;2;150;;11;;
FROIDESTREES;2337;2;24;;;;
FROIDMONT-COHARTILLE;2338;2;34;;;;
GANDELU;2339;2;90;;8;;
GAUCHY;2340;2;975;;155;23;132
GERCY;2341;2;28;;;;
GERGNY;2342;2;11;;;;
GERMAINE;2343;2;14;;;;
GIBERCOURT;2345;2;5;;;;
GIZY;2346;2;89;;10;;
GLAND;2347;2;48;;;;
GOUDELANCOURT-LES-BERRIEUX;2349;2;7;;;;
GOUDELANCOURT-LES-PIERREPONT;2350;2;21;;;;
GOUSSANCOURT;2351;2;16;;;;
GOUY;2352;2;82;;15;;
GRANDLUP-ET-FAY;2353;2;36;;;;
GRANDRIEUX;2354;2;9;;;;
GRICOURT;2355;2;144;;6;;
GRISOLLES;2356;2;29;;;;
GRONARD;2357;2;8;;;;
GROUGIS;2358;2;51;;10;;
GRUGIES;2359;2;246;;13;;
GUIGNICOURT;2360;2;337;;23;;
GUISE;2361;2;1186;;336;42;294
GUIVRY;2362;2;38;;;;
GUNY;2363;2;63;;6;;
GUYENCOURT;2364;2;36;;;;
HANNAPES;2366;2;58;;8;;
HAPPENCOURT;2367;2;23;;;;
HARAMONT;2368;2;76;;;;
HARCIGNY;2369;2;39;;5;;
HARGICOURT;2370;2;88;;7;;
HARLY;2371;2;210;;35;;
HARTENNES-ET-TAUX;2372;2;46;;;;
HARY;2373;2;22;;;;
LEHAUCOURT;2374;2;162;;19;;
HAUTEVESNES;2375;2;15;;;;
HAUTEVILLE;2376;2;28;;;;
HAUTION;2377;2;15;;;;
LA HERIE;2378;2;14;;;;
LE HERIE-LA-VIEVILLE;2379;2;19;;6;;
HINACOURT;2380;2;6;;;;
HIRSON;2381;2;2232;;665;96;569
HOLNON;2382;2;201;;14;;
HOMBLIERES;2383;2;233;;36;7;29
HOURY;2384;2;6;;;;
HOUSSET;2385;2;19;;;;
IRON;2386;2;39;;10;;
ITANCOURT;2387;2;139;;7;;
IVIERS;2388;2;19;;;;
JAULGONNE;2389;2;82;;8;;
JEANCOURT;2390;2;48;;7;;
JEANTES;2391;2;34;;9;;
JONCOURT;2392;2;37;;;;
JOUAIGNES;2393;2;18;;;;
JUMENCOURT;2395;2;22;;;;
JUMIGNY;2396;2;;;;;
JUSSY;2397;2;219;;29;5;24
JUVIGNY;2398;2;49;;5;;
JUVINCOURT-ET-DAMARY;2399;2;74;;6;;
LAFFAUX;2400;2;21;;;;
LAIGNY;2401;2;19;;;;
LANCHY;2402;2;5;;;;
LANDIFAY-ET-BERTAIGNEMONT;2403;2;37;;;;
LANDOUZY-LA-COUR;2404;2;27;;;;
LANDOUZY-LA-VILLE;2405;2;84;;14;;
LANDRICOURT;2406;2;18;;;;
LANISCOURT;2407;2;25;;;;
LAON;2408;2;6753;;1563;245;1318
LAPPION;2409;2;54;;7;;
LARGNY-SUR-AUTOMNE;2410;2;33;;;;
LATILLY;2411;2;31;;;;
LAUNOY;2412;2;15;;;;
LAVAL-EN-LAONNOIS;2413;2;33;;;;
LAVAQUERESSE;2414;2;27;;5;;
LAVERSINE;2415;2;24;;;;
LEME;2416;2;65;;13;;
LEMPIRE;2417;2;11;;;;
LERZY;2418;2;27;;;;
LESCHELLE;2419;2;30;;;;
LESDINS;2420;2;100;;6;;
LESGES;2421;2;14;;;;
LESQUIELLES-SAINT-GERMAIN;2422;2;135;;28;5;23
LEUILLY-SOUS-COUCY;2423;2;59;;;;
LEURY;2424;2;13;;;;
LEUZE;2425;2;22;;;;
LEVERGIES;2426;2;86;;6;;
LHUYS;2427;2;21;;;;
LICY-CLIGNON;2428;2;14;;;;
LIERVAL;2429;2;17;;;;
LIESSE-NOTRE-DAME;2430;2;294;;26;;
LIEZ;2431;2;35;;;;
LIME;2432;2;28;;;;
LISLET;2433;2;28;;;;
LIZY;2434;2;40;;;;
LOGNY-LES-AUBENTON;2435;2;;;;;
LONGPONT;2438;2;28;;;;
LES SEPTVALLONS;2439;2;201;;18;;
LOR;2440;2;17;;;;
LOUATRE;2441;2;28;;;;
LOUPEIGNE;2442;2;14;;;;
LUCY-LE-BOCAGE;2443;2;24;;;;
LUGNY;2444;2;13;;;;
LUZOIR;2445;2;31;;;;
LY-FONTAINE;2446;2;15;;;;
MAAST-ET-VIOLAINE;2447;2;23;;;;
MACHECOURT;2448;2;15;;;;
MACOGNY;2449;2;5;;;;
MACQUIGNY;2450;2;64;;15;;
MAGNY-LA-FOSSE;2451;2;26;;;;
MAISSEMY;2452;2;32;;;;
MAIZY;2453;2;62;;7;;
LA MALMAISON;2454;2;66;;;;
MALZY;2455;2;21;;;;
MANICAMP;2456;2;30;;;;
MARCHAIS;2457;2;68;;11;;
DHUYS ET MORIN-EN-BRIE;2458;2;91;;;;
MARCY;2459;2;18;;;;
MARCY-SOUS-MARLE;2460;2;37;;5;;
MAREST-DAMPCOURT;2461;2;57;;5;;
MAREUIL-EN-DOLE;2462;2;31;;5;;
MARFONTAINE;2463;2;14;;;;
MARGIVAL;2464;2;57;;;;
MARIGNY-EN-ORXOIS;2465;2;65;;;;
MARIZY-SAINTE-GENEVIEVE;2466;2;22;;;;
MARIZY-SAINT-MARD;2467;2;;;;;
MARLE;2468;2;472;;120;21;99
MARLY-GOMONT;2469;2;52;;16;;
MARTIGNY;2470;2;70;;13;;
MARTIGNY-COURPIERRE;2471;2;20;;;;
MAUREGNY-EN-HAYE;2472;2;60;;5;;
MAYOT;2473;2;39;;7;;
MENNESSIS;2474;2;58;;6;;
MENNEVILLE;2475;2;77;;;;
MENNEVRET;2476;2;100;;16;;
MERCIN-ET-VAUX;2477;2;108;;6;;
MERLIEUX-ET-FOUQUEROLLES;2478;2;45;;;;
MESBRECOURT-RICHECOURT;2480;2;49;;;;
MESNIL-SAINT-LAURENT;2481;2;53;;6;;
MEURIVAL;2482;2;10;;;;
MEZIERES-SUR-OISE;2483;2;56;;7;;
MEZY-MOULINS;2484;2;75;;;;
MISSY-AUX-BOIS;2485;2;8;;;;
MISSY-LES-PIERREPONT;2486;2;18;;;;
MISSY-SUR-AISNE;2487;2;64;;10;;
MOLAIN;2488;2;18;;6;;
MOLINCHART;2489;2;49;;;;
MONAMPTEUIL;2490;2;13;;;;
MONCEAU-LE-NEUF-ET-FAUCOUZY;2491;2;43;;5;;
MONCEAU-LES-LEUPS;2492;2;65;;9;;
MONCEAU-LE-WAAST;2493;2;29;;;;
MONCEAU-SUR-OISE;2494;2;13;;;;
MONDREPUIS;2495;2;167;;28;12;16
MONNES;2496;2;16;;;;
MONS-EN-LAONNOIS;2497;2;183;;18;;
MONTAIGU;2498;2;110;;8;;
MONTBAVIN;2499;2;8;;;;
MONTBREHAIN;2500;2;133;;18;;
MONTCHALONS;2501;2;10;;;;
MONTCORNET;2502;2;288;;68;10;58
MONT-D'ORIGNY;2503;2;164;;28;5;23
MONTESCOURT-LIZEROLLES;2504;2;316;;39;10;29
MONTFAUCON;2505;2;17;;;;
MONTGOBERT;2506;2;24;;;;
MONTGRU-SAINT-HILAIRE;2507;2;5;;;;
MONTHENAULT;2508;2;22;;;;
MONTHIERS;2509;2;20;;;;
MONTHUREL;2510;2;14;;;;
MONTIGNY-EN-ARROUAISE;2511;2;34;;;;
MONTIGNY-L'ALLIER;2512;2;30;;;;
MONTIGNY-LE-FRANC;2513;2;17;;;;
MONTIGNY-LENGRAIN;2514;2;99;;10;;
MONTIGNY-LES-CONDE;2515;2;;;;;
MONTIGNY-SOUS-MARLE;2516;2;11;;;;
MONTIGNY-SUR-CRECY;2517;2;49;;;;
MONTLEVON;2518;2;31;;;;
MONTLOUE;2519;2;31;;5;;
MONT-NOTRE-DAME;2520;2;119;;9;;
MONTREUIL-AUX-LIONS;2521;2;197;;14;;
MONT-SAINT-JEAN;2522;2;11;;;;
MONT-SAINT-MARTIN;2523;2;10;;;;
MONT-SAINT-PERE;2524;2;91;;;;
MORCOURT;2525;2;73;;7;;
MORGNY-EN-THIERACHE;2526;2;10;;;;
MORSAIN;2527;2;53;;;;
MORTEFONTAINE;2528;2;29;;;;
MORTIERS;2529;2;26;;;;
MOULINS;2530;2;7;;;;
MOUSSY-VERNEUIL;2531;2;22;;;;
MOY-DE-L'AISNE;2532;2;156;;19;;
MURET-ET-CROUTTES;2533;2;15;;;;
MUSCOURT;2534;2;8;;;;
NAMPCELLES-LA-COUR;2535;2;14;;;;
NAMPTEUIL-SOUS-MURET;2536;2;14;;;;
NANTEUIL-LA-FOSSE;2537;2;25;;;;
NANTEUIL-NOTRE-DAME;2538;2;9;;;;
NAUROY;2539;2;108;;11;;
NESLES-LA-MONTAGNE;2540;2;153;;5;;
NEUFCHATEL-SUR-AISNE;2541;2;54;;;;
NEUFLIEUX;2542;2;10;;;;
NEUILLY-SAINT-FRONT;2543;2;376;;46;5;41
NEUVE-MAISON;2544;2;101;;19;;
LA NEUVILLE-BOSMONT;2545;2;23;;6;;
LA NEUVILLE-EN-BEINE;2546;2;20;;;;
LA NEUVILLE-HOUSSET;2547;2;12;;;;
LA NEUVILLE-LES-DORENGT;2548;2;45;;6;;
NEUVILLE-SAINT-AMAND;2549;2;116;;16;;
NEUVILLE-SUR-AILETTE;2550;2;18;;;;
NEUVILLE-SUR-MARGIVAL;2551;2;20;;;;
NEUVILLETTE;2552;2;24;;;;
NIZY-LE-COMTE;2553;2;39;;5;;
NOGENTEL;2554;2;103;;;;
NOGENT-L'ARTAUD;2555;2;348;;38;10;28
NOIRCOURT;2556;2;11;;;;
NOROY-SUR-OURCQ;2557;2;17;;;;
LE NOUVION-EN-THIERACHE;2558;2;536;;117;15;102
NOUVION-ET-CATILLON;2559;2;84;;7;;
NOUVION-LE-COMTE;2560;2;34;;8;;
NOUVION-LE-VINEUX;2561;2;16;;;;
NOUVRON-VINGRE;2562;2;44;;;;
NOYALES;2563;2;20;;;;
NOYANT-ET-ACONIN;2564;2;57;;;;
�UILLY;2565;2;51;;5;;
OGNES;2566;2;139;;10;;
OHIS;2567;2;41;;6;;
OIGNY-EN-VALOIS;2568;2;15;;;;
OISY;2569;2;78;;15;;
OLLEZY;2570;2;21;;;;
OMISSY;2571;2;93;;8;;
ORAINVILLE;2572;2;52;;;;
ORGEVAL;2573;2;5;;;;
ORIGNY-EN-THIERACHE;2574;2;273;;18;;
ORIGNY-SAINTE-BENOITE;2575;2;337;;81;12;69
OSLY-COURTIL;2576;2;47;;;;
OSTEL;2577;2;10;;;;
OULCHES-LA-VALLEE-FOULON;2578;2;10;;;;
OULCHY-LA-VILLE;2579;2;12;;;;
OULCHY-LE-CHATEAU;2580;2;150;;11;;
PAARS;2581;2;46;;;;
PAISSY;2582;2;12;;;;
PANCY-COURTECON;2583;2;9;;;;
PAPLEUX;2584;2;11;;;;
PARCY-ET-TIGNY;2585;2;35;;;;
PARFONDEVAL;2586;2;15;;;;
PARFONDRU;2587;2;43;;;;
PARGNAN;2588;2;6;;;;
PARGNY-FILAIN;2589;2;32;;;;
PARGNY-LA-DHUYS;2590;2;16;;;;
PARGNY-LES-BOIS;2591;2;16;;;;
PARPEVILLE;2592;2;25;;;;
PASLY;2593;2;99;;14;;
PASSY-EN-VALOIS;2594;2;23;;;;
PASSY-SUR-MARNE;2595;2;16;;;;
PAVANT;2596;2;119;;10;;
PERNANT;2598;2;79;;;;
PIERREMANDE;2599;2;35;;;;
PIERREPONT;2600;2;49;;5;;
PIGNICOURT;2601;2;23;;;;
PINON;2602;2;309;;45;;
PITHON;2604;2;8;;;;
PLEINE-SELVE;2605;2;30;;;;
LE PLESSIER-HULEU;2606;2;9;;;;
PLOISY;2607;2;14;;;;
PLOMION;2608;2;60;;14;;
PLOYART-ET-VAURSEINE;2609;2;;;;;
POMMIERS;2610;2;100;;5;;
PONT-ARCY;2612;2;17;;;;
PONTAVERT;2613;2;89;;5;;
PONTRU;2614;2;36;;6;;
PONTRUET;2615;2;42;;;;
PONT-SAINT-MARD;2616;2;29;;5;;
POUILLY-SUR-SERRE;2617;2;64;;5;;
PREMONT;2618;2;122;;16;;
PREMONTRE;2619;2;258;;14;;
PRESLES-ET-BOVES;2620;2;40;;9;;
PRESLES-ET-THIERNY;2621;2;48;;;;
PRIEZ;2622;2;9;;;;
PRISCES;2623;2;;;;;
PROISY;2624;2;43;;;;
PROIX;2625;2;19;;;;
PROUVAIS;2626;2;46;;;;
PROVISEUX-ET-PLESNOY;2627;2;12;;;;
PUISEUX-EN-RETZ;2628;2;24;;;;
PUISIEUX-ET-CLANLIEU;2629;2;49;;9;;
QUIERZY;2631;2;61;;9;;
QUINCY-BASSE;2632;2;10;;;;
QUINCY-SOUS-LE-MONT;2633;2;9;;;;
RAILLIMONT;2634;2;8;;;;
RAMICOURT;2635;2;17;;;;
REGNY;2636;2;22;;;;
REMAUCOURT;2637;2;27;;;;
REMIES;2638;2;35;;;;
REMIGNY;2639;2;50;;;;
RENANSART;2640;2;30;;5;;
RENNEVAL;2641;2;16;;;;
RESIGNY;2642;2;15;;;;
RESSONS-LE-LONG;2643;2;107;;9;;
RETHEUIL;2644;2;39;;;;
REUILLY-SAUVIGNY;2645;2;26;;;;
RIBEAUVILLE;2647;2;10;;;;
RIBEMONT;2648;2;367;;60;9;51
ROCOURT-SAINT-MARTIN;2649;2;31;;;;
ROCQUIGNY;2650;2;46;;5;;
ROGECOURT;2651;2;9;;;;
ROGNY;2652;2;15;;;;
ROMENY-SUR-MARNE;2653;2;59;;6;;
ROMERY;2654;2;10;;;;
RONCHERES;2655;2;11;;;;
ROUCY;2656;2;47;;;;
ROUGERIES;2657;2;38;;11;;
ROUPY;2658;2;32;;;;
ROUVROY;2659;2;54;;;;
ROUVROY-SUR-SERRE;2660;2;5;;;;
ROYAUCOURT-ET-CHAILVET;2661;2;32;;;;
ROZET-SAINT-ALBIN;2662;2;39;;;;
ROZIERES-SUR-CRISE;2663;2;25;;;;
ROZOY-BELLEVALLE;2664;2;15;;;;
GRAND-ROZOY;2665;2;33;;;;
ROZOY-SUR-SERRE;2666;2;201;;54;8;46
SACONIN-ET-BREUIL;2667;2;26;;;;
SAINS-RICHAUMONT;2668;2;165;;20;;
SAINT-ALGIS;2670;2;19;;5;;
SAINT-AUBIN;2671;2;43;;8;;
SAINT-BANDRY;2672;2;37;;;;
SAINT-CHRISTOPHE-A-BERRY;2673;2;65;;;;
SAINT-CLEMENT;2674;2;8;;;;
SAINTE-CROIX;2675;2;18;;;;
SAINT-ERME-OUTRE-ET-RAMECOURT;2676;2;325;;27;5;22
SAINT-EUGENE;2677;2;46;;5;;
SAINTE-GENEVIEVE;2678;2;10;;;;
SAINT-GENGOULPH;2679;2;17;;;;
SAINT-GOBAIN;2680;2;376;;29;;
SAINT-GOBERT;2681;2;37;;6;;
SAINT-MARD;2682;2;14;;;;
SAINT-MARTIN-RIVIERE;2683;2;19;;;;
SAINT-MICHEL;2684;2;791;;148;17;131
SAINT-NICOLAS-AUX-BOIS;2685;2;15;;;;
SAINT-PAUL-AUX-BOIS;2686;2;48;;5;;
SAINT-PIERRE-AIGLE;2687;2;32;;;;
SAINT-PIERRE-LES-FRANQUEVILLE;2688;2;7;;;;
SAINT-PIERREMONT;2689;2;6;;;;
SAINTE-PREUVE;2690;2;8;;;;
SAINT-QUENTIN;2691;2;14377;;3510;492;3018
SAINT-REMY-BLANZY;2693;2;33;;;;
SAINT-SIMON;2694;2;102;;12;;
SAINT-THIBAUT;2695;2;10;;;;
SAINT-THOMAS;2696;2;15;;;;
SAMOUSSY;2697;2;50;;;;
SANCY-LES-CHEMINOTS;2698;2;15;;;;
SAPONAY;2699;2;38;;;;
SAULCHERY;2701;2;90;;12;;
SAVY;2702;2;71;;;;
SEBONCOURT;2703;2;191;;26;;
SELENS;2704;2;34;;;;
LA SELVE;2705;2;26;;;;
SEPTMONTS;2706;2;76;;;;
SEPTVAUX;2707;2;32;;5;;
SEQUEHART;2708;2;30;;;;
SERAIN;2709;2;68;;10;;
SERAUCOURT-LE-GRAND;2710;2;110;;14;;
SERCHES;2711;2;45;;;;
SERGY;2712;2;17;;;;
SERINGES-ET-NESLES;2713;2;37;;5;;
SERMOISE;2714;2;47;;;;
SERVAL;2715;2;5;;;;
SERVAIS;2716;2;34;;;;
SERY-LES-MEZIERES;2717;2;77;;10;;
SILLY-LA-POTERIE;2718;2;12;;;;
SINCENY;2719;2;319;;33;;
SISSONNE;2720;2;417;;73;11;62
SISSY;2721;2;56;;;;
SOISSONS;2722;2;7152;;1486;214;1272
SOIZE;2723;2;17;;;;
SOMMELANS;2724;2;12;;;;
SOMMERON;2725;2;24;;;;
SOMMETTE-EAUCOURT;2726;2;30;;;;
SONS-ET-RONCHERES;2727;2;30;;6;;
SORBAIS;2728;2;31;;;;
SOUCY;2729;2;10;;;;
SOUPIR;2730;2;49;;13;;
LE SOURD;2731;2;19;;;;
SURFONTAINE;2732;2;15;;;;
SUZY;2733;2;40;;;;
TAILLEFONTAINE;2734;2;35;;;;
TANNIERES;2735;2;;;;;
TARTIERS;2736;2;24;;;;
TAVAUX-ET-PONTSERICOURT;2737;2;84;;8;;
TERGNIER;2738;2;3064;;724;105;619
TERNY-SORNY;2739;2;44;;;;
THENAILLES;2740;2;24;;;;
THENELLES;2741;2;84;;15;;
THIERNU;2742;2;17;;;;
LE THUEL;2743;2;17;;;;
TORCY-EN-VALOIS;2744;2;13;;;;
TOULIS-ET-ATTENCOURT;2745;2;25;;;;
TRAVECY;2746;2;96;;15;;
TREFCON;2747;2;14;;;;
TRELOU-SUR-MARNE;2748;2;96;;12;;
TROESNES;2749;2;28;;;;
TROSLY-LOIRE;2750;2;88;;10;;
TRUCY;2751;2;19;;;;
TUGNY-ET-PONT;2752;2;42;;6;;
TUPIGNY;2753;2;56;;13;;
UGNY-LE-GAY;2754;2;16;;;;
URCEL;2755;2;87;;7;;
URVILLERS;2756;2;92;;;;
VADENCOURT;2757;2;85;;24;;
VAILLY-SUR-AISNE;2758;2;372;;53;6;47
LA VALLEE-AU-BLE;2759;2;114;;5;;
LA VALLEE-MULATRE;2760;2;24;;;;
VARISCOURT;2761;2;25;;;;
VASSENS;2762;2;27;;;;
VASSENY;2763;2;33;;;;
VASSOGNE;2764;2;11;;;;
VAUCELLES-ET-BEFFECOURT;2765;2;25;;;;
VAUDESSON;2766;2;41;;;;
VAUXREZIS;2767;2;40;;;;
VAUXAILLON;2768;2;84;;6;;
VAUX-ANDIGNY;2769;2;145;;13;;
VAUXBUIN;2770;2;99;;11;;
VAUX-EN-VERMANDOIS;2772;2;25;;;;
VAUXTIN;2773;2;7;;;;
VENDELLES;2774;2;19;;;;
VENDEUIL;2775;2;139;;11;;
VENDHUILE;2776;2;90;;11;;
VENDIERES;2777;2;13;;;;
VENDRESSE-BEAULNE;2778;2;15;;;;
VENEROLLES;2779;2;26;;5;;
VENIZEL;2780;2;235;;28;;
VERDILLY;2781;2;60;;;;
LE VERGUIER;2782;2;33;;;;
GRAND-VERLY;2783;2;24;;9;;
PETIT-VERLY;2784;2;23;;6;;
VERMAND;2785;2;165;;15;;
VERNEUIL-SOUS-COUCY;2786;2;21;;;;
VERNEUIL-SUR-SERRE;2787;2;36;;;;
VERSIGNY;2788;2;72;;9;;
VERVINS;2789;2;720;;140;16;124
VESLES-ET-CAUMONT;2790;2;35;;;;
VESLUD;2791;2;36;;5;;
VEUILLY-LA-POTERIE;2792;2;20;;;;
VEZAPONIN;2793;2;13;;;;
VEZILLY;2794;2;21;;;;
VIC-SUR-AISNE;2795;2;289;;25;;
VICHEL-NANTEUIL;2796;2;11;;;;
VIEL-ARCY;2797;2;24;;;;
VIELS-MAISONS;2798;2;184;;24;6;18
VIERZY;2799;2;70;;6;;
VIFFORT;2800;2;41;;;;
VIGNEUX-HOCQUET;2801;2;32;;;;
LA VILLE-AUX-BOIS-LES-DIZY;2802;2;25;;6;;
LA VILLE-AUX-BOIS-LES-PONTAVERT;2803;2;20;;;;
VILLEMONTOIRE;2804;2;22;;;;
VILLENEUVE-SAINT-GERMAIN;2805;2;454;;67;9;58
VILLENEUVE-SUR-FERE;2806;2;44;;;;
VILLEQUIER-AUMONT;2807;2;86;;;;
VILLERET;2808;2;48;;8;;
VILLERS-AGRON-AIGUIZY;2809;2;9;;;;
VILLERS-COTTERETS;2810;2;2138;;279;35;244
VILLERS-HELON;2812;2;23;;;;
VILLERS-LE-SEC;2813;2;32;;;;
VILLERS-LES-GUISE;2814;2;17;;;;
VILLERS-SAINT-CHRISTOPHE;2815;2;49;;7;;
VILLERS-SUR-FERE;2816;2;64;;;;
VILLE-SAVOYE;2817;2;9;;;;
VILLIERS-SAINT-DENIS;2818;2;120;;6;;
VINCY-REUIL-ET-MAGNY;2819;2;18;;;;
VIRY-NOUREUIL;2820;2;208;;25;;
VIVAISE;2821;2;95;;6;;
VIVIERES;2822;2;66;;;;
VOHARIES;2823;2;12;;;;
VORGES;2824;2;40;;;;
VOULPAIX;2826;2;43;;5;;
VOYENNE;2827;2;49;;5;;
VREGNY;2828;2;8;;;;
VUILLERY;2829;2;;;;;
WASSIGNY;2830;2;176;;32;5;27
WATIGNY;2831;2;46;;8;;
WIEGE-FATY;2832;2;26;;7;;
WIMY;2833;2;64;;7;;
WISSIGNICOURT;2834;2;21;;;;
ABREST;3001;3;438;;70;6;64
AGONGES;3002;3;42;;5;;
AINAY-LE-CHATEAU;3003;3;330;;15;;
ANDELAROCHE;3004;3;26;;5;;
ARCHIGNAT;3005;3;58;;10;;
ARFEUILLES;3006;3;81;;22;;
ARPHEUILLES-SAINT-PRIEST;3007;3;51;;;;
ARRONNES;3008;3;41;;5;;
AUBIGNY;3009;3;24;;;;
AUDES;3010;3;61;;;;
AUROUER;3011;3;54;;5;;
AUTRY-ISSARDS;3012;3;46;;9;;
AVERMES;3013;3;588;;49;6;43
AVRILLY;3014;3;14;;;;
BAGNEUX;3015;3;43;;;;
BARBERIER;3016;3;11;;;;
BARRAIS-BUSSOLLES;3017;3;15;;;;
BAYET;3018;3;94;;12;;
BEAULON;3019;3;234;;17;;
BEAUNE-D'ALLIER;3020;3;35;;;;
BEGUES;3021;3;33;;;;
BELLENAVES;3022;3;154;;27;;
BELLERIVE-SUR-ALLIER;3023;3;1475;;266;38;228
BERT;3024;3;27;;8;;
BESSAY-SUR-ALLIER;3025;3;223;;26;5;21
BESSON;3026;3;85;;5;;
BEZENET;3027;3;143;;33;;
BILLEZOIS;3028;3;59;;;;
BILLY;3029;3;98;;9;;
BIOZAT;3030;3;130;;5;;
BIZENEUILLE;3031;3;38;;6;;
BLOMARD;3032;3;32;;;;
BOST;3033;3;27;;;;
BOUCE;3034;3;76;;5;;
LE BOUCHAUD;3035;3;16;;5;;
BOURBON-L'ARCHAMBAULT;3036;3;463;;53;;
BRAIZE;3037;3;38;;5;;
BRANSAT;3038;3;80;;14;;
BRESNAY;3039;3;50;;5;;
BRESSOLLES;3040;3;125;;9;;
LE BRETHON;3041;3;39;;12;;
